CustomerID,OrderID,OrderDate,Quantity,OrderPrice,Country,ProductCategory,ProductName,Discount,PaymentMethod,1omerRating
,74844,18/04/2023,2,N/A,UAE,Toys,Toy Car,10,Paypal,3
1119,31853,3/25/2022,3,N/A,Sri Lanka,Books,Comics,0,Credit Card,
3544,58272,,2,N/A,Canada,Electronics,Laptop,15,Cash,
3942,70384,5/2/2024,5,99.99,Nigeria,Home & Kitchen,Microwave,,Paypal,4
4402,56678,,1,99.99,,Toys,Puzzle,0,Cash,5
,32729,26/10/2023,1,99.99,Sri Lanka,Sports,Tennis Racket,15,Debit Card,4
,38136,23/09/2023,,35,Australia,Clothing,Cap,0,Cash,4
2552,82394,16/11/2023,5,99.99,Canada,Clothing,Hoodie,10,Cash,3
1041,34954,24/07/2023,,35,South Africa,Home & Kitchen,Vacuum Cleaner,5,Paypal,
1381,34986,,4,N/A,Nigeria,Toys,Toy Car,10,Paypal,5
1460,35438,18/07/2023,4,,Australia,Beauty,Lipstick,0,Debit Card,3
1321,35530,7/9/2022,,,Canada,Electronics,Power Bank,10,Debit Card,3
1518,53573,,1,,,Clothing,Jacket,15,Credit Card,
2804,35136,5/6/2023,3,50,USA,Electronics,Power Bank,15,Paypal,1
3305,32940,,2,20.5,Bangladesh,Beauty,Face Wash,,Debit Card,
,70013,11/1/2022,4,50,Sri Lanka,Beauty,Moisturizer,5,Cash,
1307,38381,20/07/2023,2,20.5,India,Electronics,Laptop,5,Cash,
1370,34241,8/28/2022,1,,South Africa,Home & Kitchen,Pan Set,5,Debit Card,3
1414,35728,6/19/2022,1,10,Spain,Books,Textbook,,Cash,
1182,38078,,5,99.99,China,Sports,Tennis Racket,0,Credit Card,2
,87764,23/02/2024,5,10,Mexico,Toys,Board Game,,Paypal,3
,37690,13/04/2024,4,,Nepal,Clothing,Cap,0,Debit Card,3
1878,52404,15/02/2023,3,,China,Sports,Gym Gloves,10,Credit Card,
,77082,,,10,Saudi Arabia,Sports,Yoga Mat,,Paypal,
,81766,,2,35,Bangladesh,Sports,Football,5,Debit Card,3
1920,80241,6/4/2022,5,50,Malaysia,Beauty,Face Wash,10,,
1567,59479,,,50,Mexico,Home & Kitchen,Pan Set,,Debit Card,
1448,31042,,,N/A,Japan,Electronics,Headphones,,,
1440,37180,11/5/2023,4,99.99,Canada,Sports,Cricket Bat,,Debit Card,5
1425,37246,,,N/A,,Sports,Cricket Bat,,Debit Card,4
,39617,12/6/2022,5,99.99,Indonesia,Electronics,Laptop,5,Paypal,
,32315,,1,50,South Africa,Toys,Puzzle,15,Cash,
3529,68833,6/2/2022,,99.99,UK,Toys,Toy Car,,Credit Card,4
,37141,11/29/2022,1,10,Australia,Clothing,Jacket,,Paypal,5
,65783,3/22/2022,2,20.5,Spain,Toys,Puzzle,,Cash,4
3775,38237,,,50,Japan,Home & Kitchen,Mixer,,Paypal,
,34886,,,35,Saudi Arabia,Home & Kitchen,Pan Set,,Cash,
1108,39138,2/10/2023,,,Bangladesh,Home & Kitchen,Mixer,10,Debit Card,
1885,58963,13/02/2024,3,,,Clothing,Cap,15,Credit Card,5
4061,33165,,1,35,Mexico,Home & Kitchen,Microwave,10,Debit Card,3
4565,80692,2/4/2024,,35,Nepal,Books,Comics,,Paypal,
,33024,20/03/2024,3,10,Nepal,Books,Magazine,,Cash,5
1125,86792,,1,,USA,Sports,Tennis Racket,,Paypal,
,82284,2/16/2022,1,20.5,South Africa,Home & Kitchen,Pan Set,5,Paypal,4
,39017,31/01/2024,4,99.99,India,Home & Kitchen,Vacuum Cleaner,,Cash,2
,85682,7/1/2023,2,N/A,China,Sports,Gym Gloves,5,Credit Card,
1754,31828,8/6/2022,1,,Germany,Books,Comics,,Debit Card,1
4330,71532,10/8/2022,2,99.99,Germany,Books,Magazine,5,,3
1105,34898,6/6/2024,1,,France,Books,Textbook,10,Credit Card,2
,73726,3/2/2024,5,10,Mexico,Toys,Toy Car,5,,1
4948,37580,,3,50,UK,Toys,Board Game,15,Paypal,1
1381,39984,9/3/2022,5,20.5,Bangladesh,Electronics,Headphones,,Cash,4
1217,34522,23/03/2024,4,10,Australia,Beauty,Hair Oil,15,Cash,
,66704,,4,,Brazil,Sports,Gym Gloves,0,Credit Card,
4026,31982,,4,10,UK,Electronics,Mobile Phone,15,Cash,
1394,70476,,,,Mexico,Toys,Toy Car,5,Debit Card,
,57529,25/12/2022,,10,South Africa,Sports,Cricket Bat,,,
,33955,,1,99.99,,Toys,Board Game,10,Cash,3
3692,59297,,,20.5,Mexico,Electronics,Laptop,5,Paypal,4
1432,89074,11/16/2022,2,35,France,Sports,Tennis Racket,,Credit Card,
,77143,,4,,UK,Electronics,Headphones,10,Paypal,1
2263,75903,11/15/2023,4,99.99,Japan,Home & Kitchen,Vacuum Cleaner,5,Debit Card,
,33116,,3,10,Malaysia,Home & Kitchen,Toaster,5,,5
,51228,1/6/2024,1,50,Nigeria,Books,Notebook,15,,4
1085,80152,19/02/2023,3,10,UK,Toys,Toy Car,5,Paypal,5
,64520,6/10/2024,1,50,Mexico,Sports,Yoga Mat,,Credit Card,5
1938,59679,12/26/2022,,35,China,Beauty,Perfume,5,Debit Card,5
1575,38354,,2,N/A,UAE,Clothing,T-Shirt,5,Paypal,1
2125,73064,26/03/2024,,35,Spain,Sports,Gym Gloves,15,Credit Card,1
1192,39307,3/6/2024,1,,Nigeria,Home & Kitchen,Toaster,,Credit Card,4
1587,32013,11/26/2022,,20.5,,Books,Magazine,10,Credit Card,5
1549,33600,26/12/2023,1,20.5,Japan,Toys,Puzzle,15,Paypal,
3651,32548,9/10/2023,1,N/A,China,Home & Kitchen,Vacuum Cleaner,,,
,75687,11/11/2023,1,99.99,South Africa,Clothing,Jacket,15,Cash,
,36940,11/18/2023,1,,Canada,Clothing,Cap,10,Paypal,2
4458,83271,,2,10,UAE,Clothing,Jeans,,Debit Card,5
1889,60848,1/5/2024,2,20.5,Saudi Arabia,Sports,Cricket Bat,,Debit Card,4
1339,36070,3/13/2024,,,Saudi Arabia,Beauty,Lipstick,,,4
3160,33267,5/30/2023,,50,Sri Lanka,Sports,Tennis Racket,15,Cash,5
1343,67877,19/10/2022,,10,USA,Electronics,Power Bank,5,Paypal,3
,55348,5/30/2023,1,50,UAE,Electronics,Smart Watch,0,Cash,
2935,80743,4/29/2024,1,35,Pakistan,Clothing,Jeans,10,Debit Card,
,65573,6/25/2023,,99.99,Australia,Clothing,Cap,15,,4
1116,83775,4/9/2023,,50,Italy,Electronics,Mobile Phone,0,,3
1187,73632,12/11/2023,4,20.5,Brazil,Clothing,Cap,0,Paypal,3
1346,56793,3/11/2022,3,N/A,Saudi Arabia,Home & Kitchen,Mixer,,Cash,
,61945,,,N/A,,Toys,Puzzle,15,Credit Card,3
1417,39897,12/2/2022,,20.5,India,Clothing,T-Shirt,,Debit Card,3
,37553,6/12/2022,,,UAE,Home & Kitchen,Mixer,5,Paypal,
1184,32293,,,99.99,France,Sports,Tennis Racket,,Cash,3
1556,33730,30/10/2022,3,,Spain,Electronics,Mobile Phone,0,Cash,5
1787,76621,2/28/2022,,N/A,Germany,Sports,Tennis Racket,,Paypal,1
,87174,,2,N/A,Spain,Clothing,T-Shirt,10,Cash,4
,68264,6/27/2023,5,20.5,Indonesia,Books,Novel,5,Paypal,5
,35678,3/4/2024,1,35,UK,Sports,Yoga Mat,5,Credit Card,4
,32063,30/11/2023,1,N/A,France,Clothing,Hoodie,,Debit Card,
4244,31430,,2,10,Nigeria,Home & Kitchen,Vacuum Cleaner,10,Paypal,
1507,39612,9/3/2022,5,10,Nigeria,Beauty,Perfume,0,Debit Card,3
3119,86130,28/11/2023,4,50,Mexico,Toys,Action Figure,0,Credit Card,5
4828,39501,11/27/2022,2,20.5,China,Clothing,Jacket,5,,3
3058,88784,,5,99.99,Bangladesh,Clothing,Jacket,,,3
1116,87799,,1,N/A,Italy,Books,Magazine,,Credit Card,4
1350,35873,11/6/2022,3,,Malaysia,Toys,Board Game,0,Debit Card,4
,36658,12/15/2022,4,20.5,,Sports,Gym Gloves,10,,5
2095,59232,6/5/2022,2,50,Turkey,Electronics,Headphones,,Paypal,2
3953,39163,15/08/2023,,35,Japan,Books,Textbook,15,Credit Card,1
3389,35609,,4,20.5,Sri Lanka,Sports,Yoga Mat,,Paypal,3
1370,37606,3/18/2023,,10,Turkey,Beauty,Face Wash,0,,5
,86035,3/17/2022,5,35,UK,Clothing,Jacket,15,Cash,
1716,76305,5/28/2022,3,N/A,India,Home & Kitchen,Vacuum Cleaner,5,Cash,
4658,71493,13/09/2023,4,20.5,Bangladesh,Sports,Yoga Mat,,Cash,5
1825,69647,30/06/2023,,99.99,UAE,Home & Kitchen,Vacuum Cleaner,,Credit Card,4
3818,38775,,,,,Beauty,Lipstick,,,2
1744,74916,6/24/2022,5,50,Nigeria,Toys,Action Figure,,Credit Card,2
2691,39221,,3,50,Indonesia,Electronics,Smart Watch,0,Debit Card,5
,38531,,3,,Saudi Arabia,Clothing,Cap,,Cash,5
,34396,26/07/2023,2,35,Brazil,Sports,Cricket Bat,10,,
,75856,11/8/2023,3,10,India,Toys,Doll,10,Credit Card,3
1947,67768,8/8/2022,,50,Bangladesh,Sports,Tennis Racket,,,2
3613,37771,,,99.99,Brazil,Clothing,T-Shirt,0,Debit Card,1
1588,35706,18/06/2024,4,,Sri Lanka,Beauty,Perfume,0,Credit Card,
4482,77386,11/1/2024,5,,,Beauty,Perfume,15,Debit Card,
3326,35662,,1,10,South Africa,Books,Notebook,,Paypal,2
,38518,,4,35,France,Books,Magazine,0,Cash,
1725,38007,7/17/2022,,N/A,Turkey,Home & Kitchen,Vacuum Cleaner,,Credit Card,2
2068,35374,7/1/2022,3,20.5,Nigeria,Clothing,Hoodie,,,1
,33616,,,20.5,Mexico,Home & Kitchen,Toaster,,Cash,
,38454,15/08/2022,3,99.99,Malaysia,Electronics,Headphones,,Paypal,
4091,38319,11/28/2023,,20.5,Nigeria,Beauty,Perfume,0,Credit Card,
,84101,,2,99.99,Canada,Beauty,Hair Oil,,,4
1235,77225,,4,N/A,Spain,Electronics,Power Bank,,Cash,
1323,31742,4/1/2022,3,N/A,Malaysia,Electronics,Smart Watch,0,,1
1737,37135,23/02/2023,1,35,Turkey,Electronics,Smart Watch,15,Credit Card,
2424,85209,,2,,Australia,Toys,Board Game,0,Credit Card,3
4372,80187,24/01/2023,4,99.99,Canada,Sports,Yoga Mat,,Credit Card,1
1985,31550,,5,N/A,Nepal,Books,Comics,,Credit Card,2
3210,39255,8/28/2022,4,50,Indonesia,Toys,Action Figure,,Cash,5
1776,37775,16/06/2024,2,35,India,Beauty,Lipstick,,,
1452,39592,,5,50,Italy,Clothing,Hoodie,15,Debit Card,3
1987,33365,4/30/2023,,99.99,South Africa,Sports,Cricket Bat,15,Paypal,5
1438,38369,9/19/2022,4,20.5,South Africa,Beauty,Perfume,,Debit Card,1
1161,34555,9/10/2023,,99.99,UAE,Home & Kitchen,Pan Set,10,Credit Card,2
1348,34350,5/6/2023,,N/A,South Africa,Clothing,T-Shirt,10,Cash,4
1468,82589,,,35,Brazil,Sports,Yoga Mat,10,Debit Card,3
1906,35272,3/6/2024,1,99.99,Germany,Home & Kitchen,Pan Set,5,Cash,2
1770,35216,,,20.5,Sri Lanka,Sports,Yoga Mat,,Paypal,4
3238,85529,1/8/2024,2,20.5,Nepal,Clothing,Jacket,0,Credit Card,4
1323,79885,,1,,Sri Lanka,Clothing,Jeans,,,4
3259,39673,,1,10,Japan,Toys,Toy Car,0,,
1198,59758,,,20.5,Mexico,Toys,Toy Car,10,Cash,3
2880,64801,,1,35,Sri Lanka,Books,Comics,0,Credit Card,4
1109,32354,27/02/2022,5,50,Sri Lanka,Sports,Gym Gloves,10,,
1988,38790,8/5/2022,1,20.5,USA,Electronics,Power Bank,,Cash,5
1312,59449,19/11/2022,2,N/A,France,Beauty,Face Wash,,Debit Card,5
1873,32284,12/6/2022,,99.99,UK,Books,Comics,15,Debit Card,
,31485,21/09/2023,5,N/A,Brazil,Electronics,Headphones,5,Cash,5
3706,69357,8/23/2023,2,,China,Sports,Gym Gloves,5,Paypal,
2477,36050,21/11/2022,,50,,Books,Textbook,10,Credit Card,2
,56769,25/07/2023,4,50,South Africa,Electronics,Laptop,0,,5
,55550,,,50,Turkey,Books,Notebook,5,Debit Card,3
,35911,3/6/2022,4,20.5,Saudi Arabia,Home & Kitchen,Toaster,10,Debit Card,
2875,31110,20/07/2022,5,99.99,Bangladesh,Toys,Toy Car,15,Cash,4
3666,69689,30/05/2024,,N/A,UAE,Home & Kitchen,Pan Set,5,Paypal,3
,75751,,5,N/A,Canada,Home & Kitchen,Pan Set,,,2
4862,78734,18/04/2023,1,,Nepal,Toys,Board Game,15,Debit Card,
,38357,,3,,Turkey,Home & Kitchen,Microwave,,,
1468,85186,3/20/2024,5,10,Nepal,Toys,Toy Car,,Cash,2
,71731,10/23/2023,1,99.99,UK,Toys,Board Game,10,Debit Card,5
,37408,,5,99.99,Nigeria,Toys,Board Game,,,2
2703,36707,30/10/2022,4,10,Spain,Home & Kitchen,Mixer,5,,4
,54402,,1,50,UK,Home & Kitchen,Pan Set,0,Cash,
1714,37985,6/13/2023,,20.5,,Electronics,Laptop,15,Debit Card,2
,38037,1/26/2024,4,10,Malaysia,Toys,Toy Car,5,Debit Card,3
4571,73972,29/03/2024,5,10,UK,Books,Novel,10,Paypal,5
2607,36766,,5,50,France,Toys,Doll,,Cash,5
,33999,,,20.5,Germany,Beauty,Face Wash,,Paypal,4
1598,85217,10/3/2023,5,50,Japan,Beauty,Perfume,5,Debit Card,3
,34196,,5,10,Mexico,Books,Comics,,Paypal,4
2818,55417,10/5/2024,4,,India,Toys,Toy Car,10,Debit Card,5
,86026,,,50,UK,Home & Kitchen,Microwave,10,,
,34580,2/12/2022,,N/A,Indonesia,Home & Kitchen,Vacuum Cleaner,,Debit Card,3
4531,78774,12/23/2022,4,35,,Books,Novel,,,
3523,31972,,,50,China,Home & Kitchen,Vacuum Cleaner,,,2
1978,33221,10/1/2022,3,99.99,China,Home & Kitchen,Toaster,,Debit Card,
2319,75736,,2,20.5,Sri Lanka,Books,Textbook,10,Paypal,4
1512,37046,27/02/2024,,N/A,UAE,Sports,Football,,Credit Card,
,39756,10/13/2023,,50,Italy,Books,Novel,5,Paypal,3
,72527,8/15/2023,3,99.99,Sri Lanka,Home & Kitchen,Toaster,15,Credit Card,1
4924,58645,1/1/2022,4,50,USA,Books,Textbook,,Cash,3
1505,34836,,,,USA,Electronics,Headphones,,Credit Card,1
1631,79167,,1,20.5,UAE,Clothing,Hoodie,0,Paypal,
1365,36133,28/01/2023,1,20.5,Germany,Clothing,Hoodie,15,Debit Card,
1724,38210,,1,99.99,Canada,Toys,Puzzle,,Debit Card,4
4672,37291,30/03/2022,,20.5,UAE,Beauty,Moisturizer,5,Debit Card,3
1838,31439,9/8/2023,2,99.99,Mexico,Toys,Action Figure,,,2
4210,82432,2/25/2022,3,,Brazil,Toys,Toy Car,,,1
1981,77581,16/05/2022,3,35,,Beauty,Face Wash,0,Credit Card,5
,35693,10/2/2022,3,20.5,Malaysia,Electronics,Mobile Phone,15,Credit Card,
1342,83508,,5,20.5,UAE,Beauty,Hair Oil,15,,
3989,53794,24/03/2023,3,,UK,Books,Novel,15,,5
4033,50830,11/5/2023,,,Brazil,Electronics,Headphones,10,,5
,31480,10/5/2022,2,35,China,Books,Notebook,,Credit Card,3
,53633,24/05/2023,,10,France,Toys,Board Game,10,Credit Card,5
1010,31753,6/6/2023,2,,Turkey,Toys,Action Figure,5,Debit Card,
3685,35067,,,,UAE,Electronics,Power Bank,10,Credit Card,5
1328,53009,23/02/2022,5,,Japan,Home & Kitchen,Mixer,10,Cash,1
,38600,,1,35,Brazil,Beauty,Moisturizer,5,,
1338,31157,2/24/2023,2,10,,Books,Textbook,,Paypal,
,33332,6/27/2023,1,20.5,India,Toys,Doll,5,,4
1197,58749,,4,,Nigeria,Toys,Doll,0,Paypal,
,36211,21/05/2024,3,35,Australia,Clothing,Jeans,0,Debit Card,2
,70580,,1,20.5,Saudi Arabia,Books,Magazine,5,Paypal,3
1926,69937,3/4/2022,,10,Germany,Sports,Tennis Racket,0,Debit Card,3
2065,37625,,1,,Indonesia,Sports,Yoga Mat,,Debit Card,1
1497,64567,24/05/2022,,N/A,Saudi Arabia,Sports,Football,,Credit Card,5
1302,79060,23/01/2022,,10,UK,Beauty,Lipstick,0,Paypal,1
2617,75082,12/1/2024,4,N/A,Canada,Clothing,Cap,5,Cash,3
1351,39173,,1,99.99,Brazil,Sports,Cricket Bat,0,Credit Card,3
1916,66328,21/10/2023,4,20.5,,Sports,Cricket Bat,,Cash,4
,31427,,3,99.99,Australia,Beauty,Moisturizer,0,Cash,1
3392,56562,25/02/2024,5,35,South Africa,Books,Comics,,Credit Card,
2453,34875,,,N/A,Malaysia,Clothing,Cap,10,,1
,85528,26/05/2022,5,99.99,India,Toys,Doll,0,Credit Card,2
1439,33137,,1,99.99,France,Beauty,Perfume,10,Credit Card,1
1966,32188,,,20.5,Nepal,Clothing,Cap,15,,1
1547,81929,,3,20.5,South Africa,Home & Kitchen,Toaster,,,
,69301,,,99.99,Pakistan,Home & Kitchen,Microwave,,,4
1928,32705,9/9/2023,1,20.5,UAE,Books,Magazine,,Credit Card,2
1825,72003,1/4/2022,2,,Canada,Home & Kitchen,Toaster,5,Credit Card,3
1548,33725,19/02/2022,,10,Turkey,Home & Kitchen,Mixer,10,,4
1876,33664,8/15/2023,,N/A,,Electronics,Smart Watch,0,Cash,1
1696,54915,17/12/2022,1,10,Bangladesh,Home & Kitchen,Toaster,,Paypal,
4644,32659,9/14/2023,,20.5,Canada,Electronics,Smart Watch,15,,
2218,37437,10/16/2022,3,,India,Toys,Board Game,10,Credit Card,4
3458,56356,10/3/2023,,,Sri Lanka,Electronics,Headphones,10,Credit Card,4
1600,32493,2/12/2023,3,N/A,Saudi Arabia,Books,Novel,15,Cash,2
,86978,,3,50,Nepal,Sports,Football,0,Credit Card,
1931,39561,,4,N/A,Nepal,Home & Kitchen,Vacuum Cleaner,15,,2
1135,87435,5/24/2024,1,50,,Sports,Tennis Racket,15,Debit Card,2
,33422,10/3/2023,2,10,Indonesia,Clothing,Jeans,0,Credit Card,4
,39561,5/27/2024,5,35,Italy,Beauty,Moisturizer,5,Debit Card,5
3304,39775,19/04/2022,,10,China,Beauty,Hair Oil,15,Paypal,5
1247,89888,10/10/2022,1,20.5,UAE,Beauty,Moisturizer,,Debit Card,1
,35593,,3,35,Nepal,Toys,Toy Car,0,Debit Card,2
,89647,25/11/2022,,N/A,Canada,Home & Kitchen,Pan Set,15,Paypal,
4241,39303,6/12/2023,,10,,Beauty,Lipstick,,,1
1236,31828,,,20.5,Canada,Clothing,Jeans,10,Cash,
3790,39008,5/7/2022,4,,Brazil,Sports,Yoga Mat,,,3
4403,31449,2/6/2024,,35,France,Home & Kitchen,Microwave,,Debit Card,
1519,31145,10/3/2022,,20.5,Sri Lanka,Clothing,Jeans,5,,
1412,37943,4/4/2024,3,99.99,Spain,Electronics,Laptop,10,Debit Card,4
3394,37131,11/2/2023,,99.99,Nepal,Home & Kitchen,Vacuum Cleaner,0,Paypal,1
1367,69581,,,35,,Home & Kitchen,Toaster,5,Credit Card,
1243,39148,24/11/2022,4,,Italy,Books,Magazine,15,Paypal,
1451,39759,,,99.99,Saudi Arabia,Electronics,Power Bank,,Cash,
1231,33999,,2,35,USA,Clothing,Cap,5,Cash,2
1366,69270,6/12/2022,4,N/A,India,Toys,Doll,,,5
1988,39680,28/05/2023,4,20.5,India,Beauty,Face Wash,5,Debit Card,2
1983,32324,27/05/2022,5,50,Sri Lanka,Home & Kitchen,Pan Set,5,Cash,
4117,33595,8/3/2022,4,35,Germany,Electronics,Mobile Phone,,Paypal,
1138,63068,28/01/2023,4,50,,Sports,Gym Gloves,,Debit Card,1
,70453,12/9/2022,,,Mexico,Toys,Action Figure,,Cash,2
1632,36535,,3,35,Germany,Electronics,Mobile Phone,10,Paypal,3
1078,58598,,2,N/A,Mexico,Books,Textbook,5,Credit Card,3
1647,53184,,4,,Pakistan,Toys,Action Figure,0,Credit Card,4
2943,31152,16/09/2022,1,99.99,Nepal,Sports,Gym Gloves,0,,3
1207,57715,3/5/2023,,20.5,Brazil,Beauty,Hair Oil,5,,2
,69356,,,99.99,Brazil,Books,Notebook,5,Paypal,3
1213,82381,,1,,USA,Clothing,T-Shirt,,Credit Card,3
2901,31646,28/09/2022,4,35,,Toys,Puzzle,,Cash,4
4646,33793,16/02/2024,1,N/A,Spain,Toys,Action Figure,,Cash,
,35453,,,35,Brazil,Electronics,Headphones,15,Debit Card,1
,87286,,,20.5,Turkey,Clothing,T-Shirt,10,,1
,32037,,4,50,UAE,Books,Textbook,0,,
,84019,18/08/2022,,99.99,Nepal,Toys,Board Game,,Debit Card,4
3286,33571,26/04/2024,2,N/A,France,Home & Kitchen,Pan Set,0,Paypal,3
1663,74814,6/4/2023,3,10,Spain,Clothing,Jacket,15,,4
1863,32681,2/5/2022,4,35,India,Electronics,Smart Watch,,,1
1411,34389,26/09/2023,,99.99,Saudi Arabia,Books,Novel,0,Debit Card,
1584,73808,9/27/2023,5,N/A,,Sports,Tennis Racket,,Debit Card,1
1660,74503,3/30/2024,,,Brazil,Home & Kitchen,Toaster,5,Paypal,1
,64128,,2,20.5,UAE,Home & Kitchen,Vacuum Cleaner,0,Paypal,1
1774,33205,4/7/2023,1,N/A,Mexico,Toys,Board Game,,Credit Card,5
1281,87916,3/10/2024,4,99.99,Turkey,Sports,Yoga Mat,,,5
4751,37518,16/09/2023,4,50,Spain,Home & Kitchen,Vacuum Cleaner,5,Debit Card,4
,86279,12/20/2023,3,N/A,Bangladesh,Beauty,Hair Oil,,Cash,
1655,32890,,,,Brazil,Home & Kitchen,Microwave,,,
,50836,5/11/2024,,,Turkey,Toys,Toy Car,5,Credit Card,
1393,66420,,3,N/A,,Electronics,Laptop,10,Debit Card,
1730,34675,4/9/2023,3,N/A,Mexico,Beauty,Face Wash,,Cash,
1907,70490,,4,50,China,Toys,Action Figure,5,,
1826,74100,,,20.5,Canada,Books,Comics,10,Paypal,2
,38020,,2,20.5,China,Toys,Action Figure,5,Debit Card,5
3906,60073,,1,35,Bangladesh,Books,Notebook,,Cash,4
,84432,,5,35,USA,Books,Magazine,,Debit Card,4
1318,36424,24/12/2022,4,10,Canada,Beauty,Hair Oil,,,4
1346,31653,21/12/2022,1,,,Beauty,Face Wash,0,Paypal,3
1483,38300,4/21/2024,1,99.99,Japan,Beauty,Lipstick,,Debit Card,3
3203,54290,,1,20.5,Italy,Beauty,Face Wash,0,Debit Card,5
4059,38523,3/15/2022,,N/A,USA,Books,Comics,0,Credit Card,2
,37357,,5,10,Turkey,Books,Notebook,15,Cash,1
3950,88378,19/10/2023,5,10,Mexico,Sports,Football,0,Cash,
,31504,10/16/2022,5,10,South Africa,Toys,Doll,5,Debit Card,
1793,74453,5/28/2022,3,,India,Sports,Yoga Mat,0,,5
1866,34469,,5,10,Mexico,Sports,Yoga Mat,5,Debit Card,2
1285,31891,,,35,South Africa,Clothing,Cap,0,Cash,
,73405,1/14/2024,1,20.5,Japan,Electronics,Headphones,,Credit Card,2
1413,33496,24/09/2023,4,35,Italy,Home & Kitchen,Pan Set,5,Credit Card,3
,36432,19/10/2023,,,Spain,Clothing,Jeans,10,Cash,4
,59175,14/09/2023,2,,Indonesia,Beauty,Face Wash,,Credit Card,
1932,87938,10/9/2023,,99.99,South Africa,Electronics,Mobile Phone,10,,5
1890,33193,,3,50,Mexico,Sports,Cricket Bat,0,Paypal,3
1925,60868,18/05/2024,,20.5,France,Beauty,Face Wash,5,,5
4846,64340,5/11/2023,,,China,Toys,Puzzle,10,Debit Card,1
,31653,1/5/2023,5,N/A,Malaysia,Toys,Puzzle,,Cash,
1485,74806,,5,99.99,China,Toys,Doll,15,Debit Card,5
,89597,20/12/2022,,N/A,France,Sports,Tennis Racket,5,Credit Card,5
1470,34773,11/7/2022,2,20.5,Indonesia,Toys,Doll,0,Paypal,
