CustomerID,OrderID,OrderDate,Quantity,OrderPrice,Country,ProductCategory,ProductName,Discount,PaymentMethod,Customer_Rating
9274,32389,1/1/1970,4,50.00,Nepal,Home & Kitchen,Pan Set,7,Credit Card,3
4303,51600,8/19/2022,7,35.00,Bangladesh,Electronics,Laptop,0,Paypal,4
4573,65989,12/15/2023,2,70.00,China,Toys,Board Game,15,Debit Card,2
2020,33184,1/1/1970,4,10.00,Mexico,Books,Magazine,7,Credit Card,3
8346,85905,1/1/1970,5,80.00,Brazil,Books,Comics,15,Cash,2
2984,67996,1/1/1970,5,40.00,Japan,Clothing,Jacket,5,Cash,3
1492,60014,6/4/2022,1,20.50,Italy,Home & Kitchen,Vacuum Cleaner,10,Cash,4
1888,37232,7/3/2023,2,80.00,Saudi Arabia,Sports,Football,10,Paypal,2
1919,64453,1/23/2024,5,30.00,Italy,Books,Comics,15,Credit Card,4
1230,31441,1/1/1970,7,20.50,Nigeria,Home & Kitchen,Pan Set,7,Credit Card,1
9274,74844,4/18/2023,2,30.00,UAE,Toys,Toy Car,10,Paypal,3
1119,31853,3/25/2022,3,80.00,Sri Lanka,Books,Comics,0,Credit Card,1
3544,58272,1/1/1970,2,40.00,Canada,Electronics,Laptop,15,Cash,3
3942,70384,2/5/2024,5,99.99,Nigeria,Home & Kitchen,Microwave,7,Paypal,4
4402,56678,1/1/1970,1,99.99,Russia,Toys,Puzzle,0,Cash,5
3743,32729,10/26/2023,1,99.99,Sri Lanka,Sports,Tennis Racket,15,Debit Card,4
9274,38136,9/23/2023,5,35.00,Australia,Clothing,Cap,0,Cash,4
2552,82394,11/16/2023,5,99.99,Canada,Clothing,Hoodie,10,Cash,3
1041,34954,7/24/2023,5,35.00,South Africa,Home & Kitchen,Vacuum Cleaner,5,Paypal,4
1381,34986,1/1/1970,4,80.00,Nigeria,Toys,Toy Car,10,Paypal,5
1460,35438,7/18/2023,4,80.00,Australia,Beauty,Lipstick,0,Debit Card,3
1321,35530,9/7/2022,3,30.00,Canada,Electronics,Power Bank,10,Debit Card,3
1518,53573,1/1/1970,1,40.00,Russia,Clothing,Jacket,15,Credit Card,2
2804,35136,6/5/2023,3,50.00,USA,Electronics,Power Bank,15,Paypal,1
3305,32940,1/1/1970,2,20.50,Bangladesh,Beauty,Face Wash,7,Debit Card,5
4573,70013,1/11/2022,4,50.00,Sri Lanka,Beauty,Moisturizer,5,Cash,5
1307,38381,7/20/2023,2,20.50,India,Electronics,Laptop,5,Cash,4
1370,34241,8/28/2022,1,80.00,South Africa,Home & Kitchen,Pan Set,5,Debit Card,3
1414,35728,6/19/2022,1,10.00,Spain,Books,Textbook,7,Cash,3
1182,38078,1/1/1970,5,99.99,China,Sports,Tennis Racket,0,Credit Card,2
9372,87764,2/23/2024,5,10.00,Mexico,Toys,Board Game,7,Paypal,3
4573,37690,4/13/2024,4,70.00,Nepal,Clothing,Cap,0,Debit Card,3
1878,52404,2/15/2023,3,70.00,China,Sports,Gym Gloves,10,Credit Card,1
8346,77082,1/1/1970,7,10.00,Saudi Arabia,Sports,Yoga Mat,7,Paypal,3
7346,81766,1/1/1970,2,35.00,Bangladesh,Sports,Football,5,Debit Card,3
1920,80241,4/6/2022,5,50.00,Malaysia,Beauty,Face Wash,10,Cash,1
1567,59479,1/1/1970,7,50.00,Mexico,Home & Kitchen,Pan Set,7,Debit Card,3
1448,31042,1/1/1970,3,80.00,Japan,Electronics,Headphones,7,Cash,1
1440,37180,5/11/2023,4,99.99,Canada,Sports,Cricket Bat,7,Debit Card,5
1425,37246,1/1/1970,5,30.00,China,Sports,Cricket Bat,7,Debit Card,4
3743,39617,6/12/2022,5,99.99,Indonesia,Electronics,Laptop,5,Paypal,4
1093,32315,1/1/1970,1,50.00,South Africa,Toys,Puzzle,15,Cash,2
3529,68833,2/6/2022,7,99.99,UK,Toys,Toy Car,7,Credit Card,4
3743,37141,11/29/2022,1,10.00,Australia,Clothing,Jacket,7,Paypal,5
4573,65783,3/22/2022,2,20.50,Spain,Toys,Puzzle,7,Cash,4
3775,38237,1/1/1970,3,50.00,Japan,Home & Kitchen,Mixer,7,Paypal,2
9372,34886,1/1/1970,5,35.00,Saudi Arabia,Home & Kitchen,Pan Set,7,Cash,2
1108,39138,10/2/2023,3,40.00,Bangladesh,Home & Kitchen,Mixer,10,Debit Card,5
1885,58963,2/13/2024,3,40.00,Russia,Clothing,Cap,15,Credit Card,5
4061,33165,1/1/1970,1,35.00,Mexico,Home & Kitchen,Microwave,10,Debit Card,3
4565,80692,4/2/2024,7,35.00,Nepal,Books,Comics,7,Paypal,5
4573,33024,3/20/2024,3,10.00,Nepal,Books,Magazine,7,Cash,5
1125,86792,1/1/1970,1,30.00,USA,Sports,Tennis Racket,7,Paypal,3
4573,82284,2/16/2022,1,20.50,South Africa,Home & Kitchen,Pan Set,5,Paypal,4
2632,39017,1/31/2024,4,99.99,India,Home & Kitchen,Vacuum Cleaner,7,Cash,2
3846,85682,1/7/2023,2,80.00,China,Sports,Gym Gloves,5,Credit Card,1
1754,31828,6/8/2022,1,80.00,Germany,Books,Comics,7,Debit Card,1
4330,71532,8/10/2022,2,99.99,Germany,Books,Magazine,5,Cash,3
1105,34898,6/6/2024,1,80.00,France,Books,Textbook,10,Credit Card,2
5436,73726,2/3/2024,5,10.00,Mexico,Toys,Toy Car,5,Cash,1
4948,37580,1/1/1970,3,50.00,UK,Toys,Board Game,15,Paypal,1
1381,39984,3/9/2022,5,20.50,Bangladesh,Electronics,Headphones,7,Cash,4
1217,34522,3/23/2024,4,10.00,Australia,Beauty,Hair Oil,15,Cash,2
9274,66704,1/1/1970,4,70.00,Brazil,Sports,Gym Gloves,0,Credit Card,1
4026,31982,1/1/1970,4,10.00,UK,Electronics,Mobile Phone,15,Cash,2
1394,70476,1/1/1970,7,80.00,Mexico,Toys,Toy Car,5,Debit Card,4
1093,57529,12/25/2022,3,10.00,South Africa,Sports,Cricket Bat,7,Cash,5
4573,33955,1/1/1970,1,99.99,Pakistan,Toys,Board Game,10,Cash,3
3692,59297,1/1/1970,5,20.50,Mexico,Electronics,Laptop,5,Paypal,4
1432,89074,11/16/2022,2,35.00,France,Sports,Tennis Racket,7,Credit Card,5
2632,77143,1/1/1970,4,80.00,UK,Electronics,Headphones,10,Paypal,1
2263,75903,11/15/2023,4,99.99,Japan,Home & Kitchen,Vacuum Cleaner,5,Debit Card,1
4573,33116,1/1/1970,3,10.00,Malaysia,Home & Kitchen,Toaster,5,Cash,5
2632,51228,6/1/2024,1,50.00,Nigeria,Books,Notebook,15,Credit Card,4
1085,80152,2/19/2023,3,10.00,UK,Toys,Toy Car,5,Paypal,5
5436,64520,10/6/2024,1,50.00,Mexico,Sports,Yoga Mat,7,Credit Card,5
1938,59679,12/26/2022,5,35.00,China,Beauty,Perfume,5,Debit Card,5
1575,38354,1/1/1970,2,40.00,UAE,Clothing,T-Shirt,5,Paypal,1
2125,73064,3/26/2024,5,35.00,Spain,Sports,Gym Gloves,15,Credit Card,1
1192,39307,6/3/2024,1,80.00,Nigeria,Home & Kitchen,Toaster,7,Credit Card,4
1587,32013,11/26/2022,3,20.50,China,Books,Magazine,10,Credit Card,5
1549,33600,12/26/2023,1,20.50,Japan,Toys,Puzzle,15,Paypal,2
3651,32548,10/9/2023,1,30.00,China,Home & Kitchen,Vacuum Cleaner,7,Credit Card,4
5436,75687,11/11/2023,1,99.99,South Africa,Clothing,Jacket,15,Cash,1
5436,36940,11/18/2023,1,80.00,Canada,Clothing,Cap,10,Paypal,2
4458,83271,1/1/1970,2,10.00,UAE,Clothing,Jeans,7,Debit Card,5
1889,60848,5/1/2024,2,20.50,Saudi Arabia,Sports,Cricket Bat,7,Debit Card,4
1339,36070,3/13/2024,5,70.00,Saudi Arabia,Beauty,Lipstick,7,Credit Card,4
3160,33267,5/30/2023,5,50.00,Sri Lanka,Sports,Tennis Racket,15,Cash,5
1343,67877,10/19/2022,5,10.00,USA,Electronics,Power Bank,5,Paypal,3
1093,55348,5/30/2023,1,50.00,UAE,Electronics,Smart Watch,0,Cash,4
2935,80743,4/29/2024,1,35.00,Pakistan,Clothing,Jeans,10,Debit Card,1
4573,65573,6/25/2023,5,99.99,Australia,Clothing,Cap,15,Credit Card,4
1116,83775,9/4/2023,3,50.00,Italy,Electronics,Mobile Phone,0,Credit Card,3
1187,73632,11/12/2023,4,20.50,Brazil,Clothing,Cap,0,Paypal,3
1346,56793,11/3/2022,3,30.00,Saudi Arabia,Home & Kitchen,Mixer,7,Cash,4
5436,61945,1/1/1970,7,30.00,Pakistan,Toys,Puzzle,15,Credit Card,3
1417,39897,2/12/2022,3,20.50,India,Clothing,T-Shirt,7,Debit Card,3
3846,37553,12/6/2022,7,80.00,UAE,Home & Kitchen,Mixer,5,Paypal,5
1184,32293,1/1/1970,5,99.99,France,Sports,Tennis Racket,7,Cash,3
1556,33730,10/30/2022,3,80.00,Spain,Electronics,Mobile Phone,0,Cash,5
1787,76621,2/28/2022,7,40.00,Germany,Sports,Tennis Racket,7,Paypal,1
9372,87174,1/1/1970,2,80.00,Spain,Clothing,T-Shirt,10,Cash,4
9274,68264,6/27/2023,5,20.50,Indonesia,Books,Novel,5,Paypal,5
9372,35678,4/3/2024,1,35.00,UK,Sports,Yoga Mat,5,Credit Card,4
9274,32063,11/30/2023,1,70.00,France,Clothing,Hoodie,7,Debit Card,3
4244,31430,1/1/1970,2,10.00,Nigeria,Home & Kitchen,Vacuum Cleaner,10,Paypal,2
1507,39612,3/9/2022,5,10.00,Nigeria,Beauty,Perfume,0,Debit Card,3
3119,86130,11/28/2023,4,50.00,Mexico,Toys,Action Figure,0,Credit Card,5
4828,39501,11/27/2022,2,20.50,China,Clothing,Jacket,5,Cash,3
3058,88784,1/1/1970,5,99.99,Bangladesh,Clothing,Jacket,7,Cash,3
1116,87799,1/1/1970,1,30.00,Italy,Books,Magazine,7,Credit Card,4
1350,35873,6/11/2022,3,70.00,Malaysia,Toys,Board Game,0,Debit Card,4
9274,36658,12/15/2022,4,20.50,Russia,Sports,Gym Gloves,10,Credit Card,5
2095,59232,5/6/2022,2,50.00,Turkey,Electronics,Headphones,7,Paypal,2
3953,39163,8/15/2023,5,35.00,Japan,Books,Textbook,15,Credit Card,1
3389,35609,1/1/1970,4,20.50,Sri Lanka,Sports,Yoga Mat,7,Paypal,3
1370,37606,3/18/2023,7,10.00,Turkey,Beauty,Face Wash,0,Credit Card,5
3846,86035,3/17/2022,5,35.00,UK,Clothing,Jacket,15,Cash,5
1716,76305,5/28/2022,3,80.00,India,Home & Kitchen,Vacuum Cleaner,5,Cash,5
4658,71493,9/13/2023,4,20.50,Bangladesh,Sports,Yoga Mat,7,Cash,5
1825,69647,6/30/2023,7,99.99,UAE,Home & Kitchen,Vacuum Cleaner,7,Credit Card,4
3818,38775,1/1/1970,3,80.00,China,Beauty,Lipstick,7,Cash,2
1744,74916,6/24/2022,5,50.00,Nigeria,Toys,Action Figure,7,Credit Card,2
2691,39221,1/1/1970,3,50.00,Indonesia,Electronics,Smart Watch,0,Debit Card,5
3743,38531,1/1/1970,3,40.00,Saudi Arabia,Clothing,Cap,7,Cash,5
3846,34396,7/26/2023,2,35.00,Brazil,Sports,Cricket Bat,10,Credit Card,3
1093,75856,8/11/2023,3,10.00,India,Toys,Doll,10,Credit Card,3
1947,67768,8/8/2022,7,50.00,Bangladesh,Sports,Tennis Racket,7,Cash,2
3613,37771,1/1/1970,5,99.99,Brazil,Clothing,T-Shirt,0,Debit Card,1
1588,35706,6/18/2024,4,80.00,Sri Lanka,Beauty,Perfume,0,Credit Card,2
4482,77386,1/11/2024,5,70.00,Russia,Beauty,Perfume,15,Debit Card,1
3326,35662,1/1/1970,1,10.00,South Africa,Books,Notebook,7,Paypal,2
7346,38518,1/1/1970,4,35.00,France,Books,Magazine,0,Cash,5
1725,38007,7/17/2022,3,70.00,Turkey,Home & Kitchen,Vacuum Cleaner,7,Credit Card,2
2068,35374,1/7/2022,3,20.50,Nigeria,Clothing,Hoodie,7,Cash,1
2632,33616,1/1/1970,3,20.50,Mexico,Home & Kitchen,Toaster,7,Cash,2
3846,38454,8/15/2022,3,99.99,Malaysia,Electronics,Headphones,7,Paypal,5
4091,38319,11/28/2023,5,20.50,Nigeria,Beauty,Perfume,0,Credit Card,3
5436,84101,1/1/1970,2,99.99,Canada,Beauty,Hair Oil,7,Credit Card,4
1235,77225,1/1/1970,4,40.00,Spain,Electronics,Power Bank,7,Cash,1
1323,31742,1/4/2022,3,30.00,Malaysia,Electronics,Smart Watch,0,Credit Card,1
1737,37135,2/23/2023,1,35.00,Turkey,Electronics,Smart Watch,15,Credit Card,3
2424,85209,1/1/1970,2,40.00,Australia,Toys,Board Game,0,Credit Card,3
4372,80187,1/24/2023,4,99.99,Canada,Sports,Yoga Mat,7,Credit Card,1
1985,31550,1/1/1970,5,70.00,Nepal,Books,Comics,7,Credit Card,2
3210,39255,8/28/2022,4,50.00,Indonesia,Toys,Action Figure,7,Cash,5
1776,37775,6/16/2024,2,35.00,India,Beauty,Lipstick,7,Cash,3
1452,39592,1/1/1970,5,50.00,Italy,Clothing,Hoodie,15,Debit Card,3
1987,33365,4/30/2023,3,99.99,South Africa,Sports,Cricket Bat,15,Paypal,5
1438,38369,9/19/2022,4,20.50,South Africa,Beauty,Perfume,7,Debit Card,1
1161,34555,10/9/2023,5,99.99,UAE,Home & Kitchen,Pan Set,10,Credit Card,2
1348,34350,6/5/2023,3,70.00,South Africa,Clothing,T-Shirt,10,Cash,4
1468,82589,1/1/1970,7,35.00,Brazil,Sports,Yoga Mat,10,Debit Card,3
1906,35272,6/3/2024,1,99.99,Germany,Home & Kitchen,Pan Set,5,Cash,2
1770,35216,1/1/1970,3,20.50,Sri Lanka,Sports,Yoga Mat,7,Paypal,4
3238,85529,8/1/2024,2,20.50,Nepal,Clothing,Jacket,0,Credit Card,4
1323,79885,1/1/1970,1,40.00,Sri Lanka,Clothing,Jeans,7,Credit Card,4
3259,39673,1/1/1970,1,10.00,Japan,Toys,Toy Car,0,Cash,3
1198,59758,1/1/1970,5,20.50,Mexico,Toys,Toy Car,10,Cash,3
2880,64801,1/1/1970,1,35.00,Sri Lanka,Books,Comics,0,Credit Card,4
1109,32354,2/27/2022,5,50.00,Sri Lanka,Sports,Gym Gloves,10,Credit Card,1
1988,38790,5/8/2022,1,20.50,USA,Electronics,Power Bank,7,Cash,5
1312,59449,11/19/2022,2,80.00,France,Beauty,Face Wash,7,Debit Card,5
1873,32284,6/12/2022,5,99.99,UK,Books,Comics,15,Debit Card,2
4573,31485,9/21/2023,5,30.00,Brazil,Electronics,Headphones,5,Cash,5
3706,69357,8/23/2023,2,40.00,China,Sports,Gym Gloves,5,Paypal,3
2477,36050,11/21/2022,5,50.00,Russia,Books,Textbook,10,Credit Card,2
2632,56769,7/25/2023,4,50.00,South Africa,Electronics,Laptop,0,Cash,5
3743,55550,1/1/1970,5,50.00,Turkey,Books,Notebook,5,Debit Card,3
7346,35911,6/3/2022,4,20.50,Saudi Arabia,Home & Kitchen,Toaster,10,Debit Card,5
2875,31110,7/20/2022,5,99.99,Bangladesh,Toys,Toy Car,15,Cash,4
3666,69689,5/30/2024,7,70.00,UAE,Home & Kitchen,Pan Set,5,Paypal,3
3743,75751,1/1/1970,5,80.00,Canada,Home & Kitchen,Pan Set,7,Credit Card,2
4862,78734,4/18/2023,1,30.00,Nepal,Toys,Board Game,15,Debit Card,1
1093,38357,1/1/1970,3,30.00,Turkey,Home & Kitchen,Microwave,7,Credit Card,1
1468,85186,3/20/2024,5,10.00,Nepal,Toys,Toy Car,7,Cash,2
5436,71731,10/23/2023,1,99.99,UK,Toys,Board Game,10,Debit Card,5
4573,37408,1/1/1970,5,99.99,Nigeria,Toys,Board Game,7,Credit Card,2
2703,36707,10/30/2022,4,10.00,Spain,Home & Kitchen,Mixer,5,Cash,4
3743,54402,1/1/1970,1,50.00,UK,Home & Kitchen,Pan Set,0,Cash,4
1714,37985,6/13/2023,5,20.50,China,Electronics,Laptop,15,Debit Card,2
5436,38037,1/26/2024,4,10.00,Malaysia,Toys,Toy Car,5,Debit Card,3
4571,73972,3/29/2024,5,10.00,UK,Books,Novel,10,Paypal,5
2607,36766,1/1/1970,5,50.00,France,Toys,Doll,7,Cash,5
9372,33999,1/1/1970,5,20.50,Germany,Beauty,Face Wash,7,Paypal,4
1598,85217,3/10/2023,5,50.00,Japan,Beauty,Perfume,5,Debit Card,3
8346,34196,1/1/1970,5,10.00,Mexico,Books,Comics,7,Paypal,4
2818,55417,5/10/2024,4,30.00,India,Toys,Toy Car,10,Debit Card,5
1093,86026,1/1/1970,7,50.00,UK,Home & Kitchen,Microwave,10,Cash,4
9274,34580,12/2/2022,5,30.00,Indonesia,Home & Kitchen,Vacuum Cleaner,7,Debit Card,3
4531,78774,12/23/2022,4,35.00,China,Books,Novel,7,Credit Card,4
3523,31972,1/1/1970,7,50.00,China,Home & Kitchen,Vacuum Cleaner,7,Credit Card,2
1978,33221,1/10/2022,3,99.99,China,Home & Kitchen,Toaster,7,Debit Card,3
2319,75736,1/1/1970,2,20.50,Sri Lanka,Books,Textbook,10,Paypal,4
1512,37046,2/27/2024,3,30.00,UAE,Sports,Football,7,Credit Card,2
2632,39756,10/13/2023,5,50.00,Italy,Books,Novel,5,Paypal,3
8346,72527,8/15/2023,3,99.99,Sri Lanka,Home & Kitchen,Toaster,15,Credit Card,1
4924,58645,1/1/2022,4,50.00,USA,Books,Textbook,7,Cash,3
1505,34836,1/1/1970,7,40.00,USA,Electronics,Headphones,7,Credit Card,1
1631,79167,1/1/1970,1,20.50,UAE,Clothing,Hoodie,0,Paypal,3
1365,36133,1/28/2023,1,20.50,Germany,Clothing,Hoodie,15,Debit Card,4
1724,38210,1/1/1970,1,99.99,Canada,Toys,Puzzle,7,Debit Card,4
4672,37291,3/30/2022,3,20.50,UAE,Beauty,Moisturizer,5,Debit Card,3
1838,31439,8/9/2023,2,99.99,Mexico,Toys,Action Figure,7,Credit Card,2
4210,82432,2/25/2022,3,70.00,Brazil,Toys,Toy Car,7,Credit Card,1
1981,77581,5/16/2022,3,35.00,China,Beauty,Face Wash,0,Credit Card,5
3743,35693,2/10/2022,3,20.50,Malaysia,Electronics,Mobile Phone,15,Credit Card,3
1342,83508,1/1/1970,5,20.50,UAE,Beauty,Hair Oil,15,Credit Card,2
3989,53794,3/24/2023,3,40.00,UK,Books,Novel,15,Cash,5
4033,50830,5/11/2023,7,30.00,Brazil,Electronics,Headphones,10,Credit Card,5
1093,31480,5/10/2022,2,35.00,China,Books,Notebook,7,Credit Card,3
8346,53633,5/24/2023,5,10.00,France,Toys,Board Game,10,Credit Card,5
1010,31753,6/6/2023,2,80.00,Turkey,Toys,Action Figure,5,Debit Card,5
3685,35067,1/1/1970,3,40.00,UAE,Electronics,Power Bank,10,Credit Card,5
1328,53009,2/23/2022,5,80.00,Japan,Home & Kitchen,Mixer,10,Cash,1
9372,38600,1/1/1970,1,35.00,Brazil,Beauty,Moisturizer,5,Credit Card,1
1338,31157,2/24/2023,2,10.00,Pakistan,Books,Textbook,7,Paypal,2
3743,33332,6/27/2023,1,20.50,India,Toys,Doll,5,Credit Card,4
1197,58749,1/1/1970,4,40.00,Nigeria,Toys,Doll,0,Paypal,4
7346,36211,5/21/2024,3,35.00,Australia,Clothing,Jeans,0,Debit Card,2
4573,70580,1/1/1970,1,20.50,Saudi Arabia,Books,Magazine,5,Paypal,3
1926,69937,4/3/2022,7,10.00,Germany,Sports,Tennis Racket,0,Debit Card,3
2065,37625,1/1/1970,1,80.00,Indonesia,Sports,Yoga Mat,7,Debit Card,1
1497,64567,5/24/2022,3,70.00,Saudi Arabia,Sports,Football,7,Credit Card,5
1302,79060,1/23/2022,3,10.00,UK,Beauty,Lipstick,0,Paypal,1
2617,75082,1/12/2024,4,30.00,Canada,Clothing,Cap,5,Cash,3
1351,39173,1/1/1970,1,99.99,Brazil,Sports,Cricket Bat,0,Credit Card,3
1916,66328,10/21/2023,4,20.50,Pakistan,Sports,Cricket Bat,7,Cash,4
7346,31427,1/1/1970,3,99.99,Australia,Beauty,Moisturizer,0,Cash,1
3392,56562,2/25/2024,5,35.00,South Africa,Books,Comics,7,Credit Card,3
2453,34875,1/1/1970,7,30.00,Malaysia,Clothing,Cap,10,Credit Card,1
7346,85528,5/26/2022,5,99.99,India,Toys,Doll,0,Credit Card,2
1439,33137,1/1/1970,1,99.99,France,Beauty,Perfume,10,Credit Card,1
1966,32188,1/1/1970,7,20.50,Nepal,Clothing,Cap,15,Credit Card,1
1547,81929,1/1/1970,3,20.50,South Africa,Home & Kitchen,Toaster,7,Credit Card,2
3846,69301,1/1/1970,7,99.99,Pakistan,Home & Kitchen,Microwave,7,Cash,4
1928,32705,9/9/2023,1,20.50,UAE,Books,Magazine,7,Credit Card,2
1825,72003,4/1/2022,2,40.00,Canada,Home & Kitchen,Toaster,5,Credit Card,3
1548,33725,2/19/2022,7,10.00,Turkey,Home & Kitchen,Mixer,10,Credit Card,4
1876,33664,8/15/2023,7,40.00,Russia,Electronics,Smart Watch,0,Cash,1
1696,54915,12/17/2022,1,10.00,Bangladesh,Home & Kitchen,Toaster,7,Paypal,3
4644,32659,9/14/2023,3,20.50,Canada,Electronics,Smart Watch,15,Credit Card,5
2218,37437,10/16/2022,3,80.00,India,Toys,Board Game,10,Credit Card,4
3458,56356,3/10/2023,7,30.00,Sri Lanka,Electronics,Headphones,10,Credit Card,4
1600,32493,12/2/2023,3,80.00,Saudi Arabia,Books,Novel,15,Cash,2
3846,86978,1/1/1970,3,50.00,Nepal,Sports,Football,0,Credit Card,4
1931,39561,1/1/1970,4,30.00,Nepal,Home & Kitchen,Vacuum Cleaner,15,Cash,2
1135,87435,5/24/2024,1,50.00,China,Sports,Tennis Racket,15,Debit Card,2
7346,33422,3/10/2023,2,10.00,Indonesia,Clothing,Jeans,0,Credit Card,4
2632,39561,5/27/2024,5,35.00,Italy,Beauty,Moisturizer,5,Debit Card,5
3304,39775,4/19/2022,7,10.00,China,Beauty,Hair Oil,15,Paypal,5
1247,89888,10/10/2022,1,20.50,UAE,Beauty,Moisturizer,7,Debit Card,1
3846,35593,1/1/1970,3,35.00,Nepal,Toys,Toy Car,0,Debit Card,2
3743,89647,11/25/2022,3,30.00,Canada,Home & Kitchen,Pan Set,15,Paypal,4
4241,39303,12/6/2023,5,10.00,China,Beauty,Lipstick,7,Cash,1
1236,31828,1/1/1970,7,20.50,Canada,Clothing,Jeans,10,Cash,5
3790,39008,7/5/2022,4,30.00,Brazil,Sports,Yoga Mat,7,Credit Card,3
4403,31449,6/2/2024,5,35.00,France,Home & Kitchen,Microwave,7,Debit Card,5
1519,31145,3/10/2022,5,20.50,Sri Lanka,Clothing,Jeans,5,Credit Card,5
1412,37943,4/4/2024,3,99.99,Spain,Electronics,Laptop,10,Debit Card,4
3394,37131,2/11/2023,7,99.99,Nepal,Home & Kitchen,Vacuum Cleaner,0,Paypal,1
1367,69581,1/1/1970,5,35.00,Pakistan,Home & Kitchen,Toaster,5,Credit Card,4
1243,39148,11/24/2022,4,70.00,Italy,Books,Magazine,15,Paypal,2
1451,39759,1/1/1970,7,99.99,Saudi Arabia,Electronics,Power Bank,7,Cash,1
1231,33999,1/1/1970,2,35.00,USA,Clothing,Cap,5,Cash,2
1366,69270,12/6/2022,4,40.00,India,Toys,Doll,7,Cash,5
1988,39680,5/28/2023,4,20.50,India,Beauty,Face Wash,5,Debit Card,2
1983,32324,5/27/2022,5,50.00,Sri Lanka,Home & Kitchen,Pan Set,5,Cash,4
4117,33595,3/8/2022,4,35.00,Germany,Electronics,Mobile Phone,7,Paypal,2
1138,63068,1/28/2023,4,50.00,China,Sports,Gym Gloves,7,Debit Card,1
8346,70453,9/12/2022,7,30.00,Mexico,Toys,Action Figure,7,Cash,2
1632,36535,1/1/1970,3,35.00,Germany,Electronics,Mobile Phone,10,Paypal,3
1078,58598,1/1/1970,2,70.00,Mexico,Books,Textbook,5,Credit Card,3
1647,53184,1/1/1970,4,80.00,Pakistan,Toys,Action Figure,0,Credit Card,4
2943,31152,9/16/2022,1,99.99,Nepal,Sports,Gym Gloves,0,Credit Card,3
1207,57715,5/3/2023,5,20.50,Brazil,Beauty,Hair Oil,5,Credit Card,2
3846,69356,1/1/1970,7,99.99,Brazil,Books,Notebook,5,Paypal,3
